사업자번호,업체명,대표자명,주소,상세주소,대표전화,팩스,홈페이지
124-86-55431,(주)한창화학,한창우,경기도 화성시 봉담읍 삼천병마로 869-4,,031-227-0118,031-227-1351,http://
124-86-58044,(주)스포테크,장은영,경기도 성남시 분당구 탄천상로 164,"C동 215호 (구미동,시그마2오피스텔)",053-857-7882,031-781-2888,http://spotech.kr
124-86-58632,태경산업(주),윤효원,경기도 평택시 도일로 325 (도일동),,031-667-2888,031-611-5888,http://
124-86-64153,(주)메이드로드,김채수,경기도 용인시 기흥구 흥덕2로87번길 18,"420호 (영덕동, 엠피스광교센터)",031-8059-6977,031-8059-6978,http://www.메이드로드.com
124-86-67922,일진전기(주),황수,경기도 화성시 만년로 905-17 (안녕동),,031-230-3525,031-200-0909,
124-86-69051,(주)다인,최석원,경기도 안성시 보개면 남사당로 278,,031-675-2001,031-675-0171,http://
124-86-70150,(주)에스씨아이,구동환,충청남도 홍성군 결성면 산업로116번길 102-36,,041-642-4202,041-642-7207,http://biosci.kr
130-81-25301,문화산업(주),이명섭,경기도 양주시 남면 현석로785번길 290-104,,031-864-2227,031-863-9438,munhwafile.com
130-81-32933,(주)삼광일렉트로닉스,오광식,인천광역시 서구 가좌로95번길 54(가좌동),,032-684-3856,032-684-3855,
130-81-40961,통일전자공업(주),김윤식,경기도 부천시 평천로850번길 19 (도당동),,032-677-2641,032-677-2645,http://www.tongilelec.com/
130-81-51696,옴니시스템(주),박혜린,경기도 여주시 가남읍 연삼로 284,,031-883-5400,031-883-5462,www.omnisystem.co.kr
130-81-56027,(주)한웅,한현만,"경기도 김포시 대곶면 대곶북로 527-20, 나동",,031-982-2344,031-981-4364,http://
130-81-56371,(주)문화전기,이태선,경기도 부천시 원미구 옥산로 210 (도당동),,032-675-2777,032-679-7002,http://www.mhlighting.co.kr/
130-81-58423,동양에폭시(주),김태건,경기도 김포시 통진읍 절골로127번길 123,,031-996-8822,031-983-4586,http://dyepoxy.co.kr
416-81-15217,호남산업(주),김상헌,전라남도 순천시 서면 매천로 209,,061-755-7781,061-755-7966,http://
416-81-28901,(주)동성,전기봉,전라남도 고흥군 풍양면 풍남로 33-27,,061-832-1883,061-832-1884,http://
416-81-35251,(주)릴테크,신정훈,전라남도 순천시 해룡면 해광로 519,,061-723-1113,061-723-4440,
416-81-42771,(주)효석,김효수,전라남도 광양시 제철로 2148-33,,061-793-7300,061-792-2205,http://www.hyoseok.co.kr
416-81-48611,(주)토당,최성휴,전라남도 순천시 별량면 마산길 37,,061-742-9115,061-742-9116,http://
416-81-52508,(주)에스엔엔씨,이은석,전라남도 광양시 제철로 2148-139(금호동),,061-797-9244,061-797-9191,
416-81-58725,(주)한남,권민재,경상북도 안동시 남선면 농공단지길 16,,054-821-3490,054-822-0147,http://
416-81-64149,삼원아스콘(주),변상기,전라남도 광양시 광양읍 제철로 315-16,,061-762-9607,061-762-9606,http://
416-81-66211,(주)로드텍,"박흥룡,정용선","전라남도 순천시 해룡면 신대2길 6-77, 4층",,061-722-9878,061-721-1519,
416-81-66282,유바이오텍(주),이창민,전라남도 순천시 별량면 덕정길 54,,061-741-8485,061-741-8486,
416-81-66846,(주)강동아스콘,조경운,전라남도 광양시 광양읍 직동2길 15,,061-762-2001,061-762-7775,http://
416-81-92475,(주)에코라인,김평환,전라남도 순천시 해룡면 소안길 13,,061-721-8582,030-3344-2858,http://
416-81-96210,이노샌드(주),김선주,전라남도 순천시 서면 매천로 51-13,,061-754-9991,061-754-9993,http://
416-81-96675,(주)성지산업,김종삼,전라남도 여수시 묘도9길 482 (묘도동),,061-682-5203,061-682-5201,http://www.samgung.co.kr
416-81-98391,(주)아트온,김철중,전라남도 순천시 해룡면 해룡산단6로 80,(주) 아트온,061-811-2005,061-811-2010,http://
416-82-78688,꿈을키우는세상,김성용,전라남도 순천시 서면 둔대수계길 24,,061-752-8300,061-752-1144,http://cafe.naver.com/7528300
514-21-10939,미래산업,이현용,경상남도 창녕군 창녕읍 환곡어도로 26,,055-533-0028,055-533-0029,
410-81-81214,(주)하이코리아,박재동,광주광역시 광산구 평동산단1번로 121 (장록동),,062-513-8000,062-944-7678,www.higroup.co.kr
308-81-40128,(주)성은특수콘크리트,박계용,충청남도 논산시 노성면 노성로 201,,041-733-6870,041-733-6871,http://
308-81-40322,(주)씨피에스,이향림,충청남도 논산시 가야곡면 매죽헌로 952  주식회사 씨피에스,,041-741-3557,041-741-3558,http://
308-85-05788,금강실리테크(주),정헌민,충청남도 논산시 벌곡면 만어길 251,,042-584-3241,042-584-3243,www.kgsilicone.co.kr
309-81-04479,(주)일아아스콘,"임효선,김민석",충청남도 서천군 종천면 충서로 513-90,,041-953-8227,041-953-8229,http://
305-81-97850,(주)제이와이,조준영,충청남도 금산군 복수면 복수로 613,,041-753-1617,041-753-7014,
305-83-00024,대전광역시청,허태정,대전광역시 서구 둔산로 100 (둔산동),,042-600-5528,042-930-2349,http://rainbow.djsiseol.or.kr
305-86-02983,(주)아진라이텍,최재한,대전광역시 동구 판암로62번길 20,(판암동),042-471-8053,042-862-8054,http://
120-87-43997,(주)젬,박춘하,충청북도 음성군 맹동면 용두5길 22,,031-737-4877,031-737-4870,
120-87-55101,(주)팜한농,이유진,"서울특별시 영등포구 여의대로 24, 5, 6층 (여의도동, 전국경제인엽합회회관)",,02-3159-5500,02-3159-5800,https://www.farmhannong.com
139-81-42423,대보페인트(주),이건신,"인천광역시 남동구 앵고개로621번길 70,80 (고잔동)",,032-819-2900,032-819-2910,http://www.da.co.kr
139-81-44509,(주)바우에코팩,성준호,충청북도 충주시 신니면 덕고개로 298,,043-846-7781,043-846-7782,http://
139-81-65687,(주)이렉스,김현민,충청북도 충주시 주덕읍 솔고개로 365,,043-845-1208,043-845-1209,http://www.이렉스21.com
140-02-02256,에이스(ACE)조명,김용윤,경기도 시흥시 매화산단1길 6,,031-314-7774,031-314-7775,
606-81-27806,(주)세일,진기섭,부산광역시 강서구 녹산산단381로86번길 35 (송정동),,051-973-0591,051-973-9229,http://www.seilgungu.co.kr
301-86-00493,(주)한국알미늄,김창호,충청북도 증평군 도안면 원명로 45,,043-836-8801,043-836-8804,http://
301-86-05412,(주)신우에스티,오진경,충청북도 청주시 흥덕구 지동로 9,지동동,043-231-5225,043-231-5224,http://
301-86-16622,(주)지에스모아,"박규태, 박기선",충청북도 진천군 이월면 수청길 227,,043-537-4765,043-537-4769,http://
301-86-17811,(주)오로라산업조명,정희숙,충청북도 청주시 흥덕구 서부로 991-95 (휴암동),,043-252-9001,043-252-8001,
311-81-28514,(주)흥진개발,홍충선,"충청남도 당진시 송산면 가곡로 1, 2층 (산단주유소)",,000-000-0000,041-901-4305,
311-81-31213,(주)인퍼스,서미화,충청남도 당진시 순성면 남부로 655,,041-356-7377,041-356-7388,http://infurs.or.kr
311-81-32100,예산아스콘(주),이종필,충청남도 예산군 신암면 용산로 82-11,,041-332-6780,031-332-6782,http://
311-81-36106,(주)원폴,문영호,충청남도 당진시 송악읍 가청로 97-5,,041-356-6433,041-356-6422,http://
125-81-89531,(주)플로아테크,최승갑,"경기도 화성시 향남읍 발안로 380, 라동 202호",,031-359-8388,031-354-5088,http://oafloor.co.kr
125-81-94432,(주)동주,박주남,경기도 평택시 서탄면 수월암4길 204,,031-655-2213,031-663-4029,http://www.dong-joo.com
125-81-98608,마샬코리아(주),정소연,경상남도 밀양시 교동로 26,3층(교동),070-5147-5679,02-402-3030,
125-82-06672,사회복지법인동방사회복지회 (동방재활근로복지관),박경아,경기도 평택시 소사1길 33 (소사동),,031-652-2315,031-652-2319,www.dbvrc.co.kr
125-82-09567,(사)함께하는세상삼우보호작업장,박동신,경기도 평택시 팽성읍 사거리길 53,,031-692-0098,031-691-4464,http://samwoo1004.org
125-85-21086,한양잉크(주),임춘수,경기도 평택시 포승읍 평택항만길 366,,02-2676-6667,031-682-0063,hanynagink.com
125-85-48839,(주)태스콘,강현익,인천광역시 강화군 하점면 강화대로967번길 30,,02-6735-1212,02-6735-1313,http://www.tascon.co.kr
125-86-02766,(주)푸른들,김철환,경기도 화성시 서신면 전곡산단로 154-24,,031-356-7477,031-356-8944,http://
125-86-07043,(주)네오폴리,"이윤재,이은숙",경기도 평택시 청북읍 백봉길 255,,031-682-8072,031-684-8072,http://
134-86-71549,(주)조흥,임공영,인천광역시 옹진군 영흥면 선재로 344,,032-882-3037,032-886-9705,http://chpipe.co.kr
134-86-72456,(주)영진배수판,정균,"경기도 안산시 단원구 풍전로 37-9, 316동 201,202,203호 (원곡동)",,031-392-0071,031-365-3434,http://
134-86-72553,(주)디앤지라이텍,강성택,"경기도 군포시 고산로148번길 17,에이-1604호(당정동,군포IT밸리)",,02-6415-2070,02-6443-4266,http://www.dnglighteck.com
134-86-82406,(주)창조코프레이션,최활,경기도 시흥시 엠티브이26로58번길 25,,031-433-3375,031-433-3376,http://www.cjclighting.co.kr/
134-86-87527,(주)E&G(이앤지),박승선,"서울특별시 송파구 법원로11길 25, B동 4층 409호 (문정동, 에이치비지니스파크)",,02-6281-8461,02-6281-8460,
134-86-90449,(주)청풍건설,이윤재,"경기도 안산시 상록구 석호로 356,102호 (본오동)",,031-407-2533,031-417-2533,http://
134-86-90662,(주)코스모비전,이미근,"경기도 안산시 상록구 해안로 705, 알아이티센터 604호, 605호 (사동, 경기테크노파크)",,031-500-3411,031-500-3415,
134-86-01816,(주)파트라,한상국,경기도 용인시 처인구 남사면 완장천로 118-22,,031-328-7618,031-328-7629,www.patrakorea.com
305-26-87464,청수미터텍,강은영,충청북도 청주시 서원구 현도면 죽전3길 31-25,,043-269-4702,043-269-4703,
305-27-88174,주원테크,송재승,대전광역시 동구 계족로 459 (KT용전지사 4층),,042-862-9999,042-861-9799,http://
305-29-15995,경승산업,"이승현, 이원우",충청남도 금산군 복수면 복수로 558,,041-753-8706,041-752-8705,
305-31-82798,동양케미칼,김응권,충청남도 금산군 추부면 한사래길 25,,041-751-7372,041-751-7376,http://
125-81-36558,(주)크린피스,박황원,경기도 평택시 산단로15번길 46 (모곡동),,031-667-6735,031-611-6240,http://
125-81-37106,동현전기공업(주),임순성,부산광역시 동래구 충렬대로 413,202호(안락동),031-658-3136,,http://
125-81-41328,동부이엔티(주),허진원,경기도 안성시 원곡면 지문로 432,,031-656-1822,031-657-1822,www.dongbuent.k
125-81-41629,(주)비에스텍,공창배,경기도 평택시 서탄면 서탄로 448-64,,031-611-7230,031-611-7231,http://bsnix.kr
125-81-49223,(주)동천,"이윤재, 김택용",경기도 평택시 오성면 오성북로 145,,031-681-2400,031-681-2800,dcpanel.co.kr
125-81-52882,광일환경(주),김명환,경기도 안성시 미양면 양변길 93,,031-677-0777,031-677-0771,http://
125-81-64511,(주)브러시월드,이상호,경기도 평택시 현덕면 덕목3길 30,,031-245-3235,031-245-3235,www.bw1983.com
218-81-00328,(주)신도리코,이병백,서울특별시 성동구 성수이로24길 3 (성수동2가),,02-460-1792,02-466-0205,www.sindoh.com
126-81-78100,(주)나비티엔씨,장혁수,경기도 성남시 분당구 돌마로522번길 1,,031-704-0977,031-704-0988,0
126-81-81342,(주)에스이아이엘,김은희,경기도 광주시 도척면 도척로 427,,031-763-2081,031-763-2086,http://www.seil88.com
126-81-82074,(주)하드우드,정명환,경기도 하남시 천호대로1358번길 61 (초이동),,02-478-6573,02-478-6576,http://
126-81-83923,(주)대광아스콘,임철수.조혜영,경기도 여주시 가남읍 여주남로 761,,031-883-1152,031-883-1180,http://www.dkra.kr
126-81-84373,(주)선일우드,장오례,"서울특별시 강남구 학동로 164, 1층, 지하1층(논현동)",,02-549-8845,02-549-8846,http://sunilwood.co.kr
126-81-84558,(주)유진씨엠,원유혁,경기도 평택시 청북읍 서해로 1904-34,,031-683-2887,031-683-2445,
126-81-84577,(주)케이에스벽지,문긍철,경기도 이천시 장호원읍 서동대로 8798-50,,031-642-6111,031-642-6115,
126-81-85182,(주)그린케미칼,이규득,경기도 이천시 모가면 군들로 121-70,,031-632-9152,031-632-9153,http://www.gcspla.co.kr
126-81-85450,(주)토넷,최창덕,"서울특별시 송파구 백제고분로42길 4-29, 7층 (송파동, 해성빌딩)",,031-791-3228,02-423-3228,http://
126-81-91705,(주)뉴랩,이종권,경기도 이천시 대월면 대평로 548-66,,031-632-7402,031-632-7493,www.newwrap.co.kr
126-81-92169,(주)팜파스,"김헌, 박미숙",경기도 광주시 오포읍 오포안로 325-45,,031-764-1295,031-768-4477,
126-81-93004,(주)비엔비,"박태근, 주우정",충청북도 음성군 삼성면 금일로700번길 31,,031-798-6780,031-798-6785,http://b-b.kr/
126-81-98237,(주)한영전기,정유진,경기도 광주시 오포읍 고산길 23-10,,031-766-4700,031-766-5681,www.hanyoungelc.co.kr
126-81-98936,탑라이트(주),이승근,"경기도 군포시 공단로 284 (금정동,한림벤처타운310호)",,070-7123-7976,031-422-4742,
220-45-00435,뉴테크원,김정희,"경기도 화성시 동탄순환대로 830, 419호, B140호(영천동, 동탄 SK V1 center)",,031-630-2198,030-3313-0259,http://
109-81-54549,(주)컴텔싸인,이우규,경기도 용인시 기흥구 용구대로 2236 (신갈동),,031-8009-0900,031-8009-0935,http://www.comtel-sign.com
109-81-57022,삼인싸이언스(주),장효철,"경기도 안산시 단원구 엠티브이4로48번길 27, 1층",,031-433-8941,031-433-8943,http://
109-81-58093,(주)진성케미텍,홍병준,충청남도 아산시 영인면 윤보선로248번길 30,,041-544-6950,041-544-6953,http://jinsungchemitech.co.kr
109-81-58322,효성건업(주),류도윤,경기도 김포시 통진읍 월하로 485,,031-985-7666,031-985-9610,
109-81-60833,(주)포트론,곽정례,"경기도 화성시 동탄원천로 354-28, 304-14호 (능동, 이너매스)",,02-801-0205,02-801-0220,
109-81-65463,미래생활(주),변재락,세종특별자치시 부강면 연청로 1147-1,,043-239-1200,044-239-6645,http://www.jjtissue.com
109-81-68363,(주)대흥에프에스씨복합창,엄재호,서울특별시 강남구 언주로90길 28 (역삼동),,02-558-6271,02-558-6276,
109-81-70966,(주)월드바스,천세기,"서울특별시 강서구 개화길 86 (개화동, (주)월드바스)",,02-3663-1761,02-3663-1782,http://www.worldbath.co.kr
109-81-74467,(주)에이앤에스개발,신동안,"서울특별시 금천구 벚꽃로 278 (가산동, SJ테크노빌 10층 11호)",,02-3439-0355,02-3439-0350,http://www.omnipack.co.kr
606-81-28222,(주)부영개발,김종각,부산광역시 사하구 다산로208번길 44,,051-264-3640,051-261-4718,http://
606-81-28616,벤처환경개발(주),이희숙,"부산광역시 사상구 괘감로 37, 10-225 (괘법동,산업유통상가)",,051-319-1161,051-319-1148,
606-81-37885,(주)대성테크,문혜숙,부산광역시 강서구 녹산산단261로74번길 33 (송정동),,051-831-4440,051-831-4490,www.milpol.co.kr
390-86-01487,(주)귀뚜라미,"최진민,최재범",경상북도 청도군 청도읍 월곡2길 34,,054-370-9000,054-370-9057,http://www.krb.co.kr
392-81-01061,(주)예진복합창호시스템,정한섭,충청북도 음성군 금왕읍 금율로 235,,043-881-3567,043-877-3567,http://
392-86-00975,(주)에코씨,이영준,"경기도 부천시 옥산로172번길 17, 5층 (도당동)",,032-677-8837,032-677-7417,http://www.ecoc.kr
393-88-01059,(주)신페이퍼,나윤태,경상남도 김해시 상동면 동북로473번길 79,,055-331-9210,055-323-7275,http://www.xinpaper.kr
396-87-01099,사회적협동조합 어우리,오성록,"경기도 시흥시 공단1대로 341, 7층 716호 (정왕동, 코포모테크노센터2)",,031-362-5727,031-362-5728,http://eouri.co.kr
397-01-00819,바이오엠제이팩,JINMINGJI외 1명,"경기도 김포시 대곶면 대곶남로 171, 다동",,031-987-7605,031-987-7606,
397-87-00088,(주)엘림엘이디조명,오순덕,전라북도 전주시 완산구 맏내로 157-5 (평화동2가),,063-237-5548,063-237-5549,http://
398-85-00898,에스케이씨에코솔루션즈(주),김형중,충청북도 진천군 이월면 고등1길 27,,070-7413-1587,031-254-7410,http://
399-81-01306,(주)필이엔지,최여정,서울특별시 종로구 새문안로 91,416호(신문로1가),032-212-7835,032-232-7035,http://
399-87-01123,(주)글로벌에스티,김진환,경기도 김포시 통진읍 고정1로 68,,070-7731-4887,031-983-4886,http://
401-18-95501,고토,김범진,"경기도 김포시 양촌읍 황금2로 92, 나동 2층(가람)",,000-000-0000,031-997-0442,
401-81-02632,대왕제지공업(주),"김용구,김동구,김순애",전라북도 군산시 외항로 374 (소룡동),,063-467-8051,063-467-1591,
401-81-05847,(유)일성건설,"이중환,이동원",전라북도 군산시 외항로 404 (소룡동),,063-467-2771,063-467-4159,http://
105-86-56856,(주)이잉스코리아,오동준,경기도 포천시 내촌면 금강로 3146-14,,02-3491-4424,02-3491-4426,http://
105-86-61077,(주)수달코리아,피오트르 드르제보브스키,서울특별시 은평구 응암로 347,2층(녹번동),031-671-3571,031-671-3574,http://www.dysilicone.com/
105-86-65087,(주)황학컨스트텍,길희택,"경상북도 구미시 광평길 51, 제5층 603호 (광평동, 금빛하늘)",,053-761-6098,053-766-6455,http://
217-81-13489,서광기업(주),조정현,"인천광역시 부평구 충선로203번길 40, 삼산동, C&C로데오I빌딩 308호",,032-514-4211,032-514-4212,http://seokwangasc.co.kr
217-81-18446,(주)강산이엔지,장강호,"서울특별시 도봉구 도봉로110라길 70-11, 3층(창동)",,02-3296-0482,02-3296-0484,http://
217-81-18975,(주)즐거운미래,이동,"경기도 이천시 장호원읍 서동대로8759번길 67-57, 1층",,031-641-9262,031-641-9264,
217-81-36309,(주)서울콘크리트,최현상,서울특별시 노원구 동일로 1689,"921호(상계동,하이베라스)",031-541-1193,031-696-5437,http://www.seoulcon.net
217-81-40050,(주)삼환티에프,탁병환,"서울특별시 노원구 동일로 176길 19-20 (공릉동,형지빌딩지하1층, 지상1층)",,02-452-2284,031-542-9238,www.schasual.com
218-24-11803,더 윈(THE WIN),김태경,대구광역시 북구 팔달북로8길 42,,053-354-4527,053-383-7303,http://
138-81-82951,(주)씨에이치하모니,최성철,"경기도 안양시 동안구 벌말로 126, 218~222호,226호(관양동,평촌오비즈타워)",,070-8670-1900,031-476-2666,http://www.chharmony.co.kr
138-85-19612,코오롱인더스트리(주)Fnc부문,장희구,서울특별시 강남구 삼성로 518 (삼성동),,02-2120-8812,032-574-6469,http://
138-85-19631,코오롱인더스트리(주)유화부문,장희구,"서울특별시 강서구 마곡동로 110 (마곡동, 코오롱one&only타워)",,02-3677-6178,02-3677-6189,www.kolonindustries.com
138-86-02350,제이엠콘크리트 (주),김정무,경상남도 진주시 지수면 승산리,605-1,031-445-9833,031-472-9832,http://
138-88-01020,(주)청원콘크리트,이혁규,경기도 화성시 장안면 무봉길 225-7,,031-358-1002,031-358-3147,http://
139-01-21218,현대플러스,윤성필,경기도 김포시 양촌읍 황금1로 169,,031-988-0215,031-988-0216,
139-04-31129,티티아이(T.T.I),"정재덕,김종구",인천광역시 남동구 남동서로 120(고잔동),,032-817-9991,032-812-8218,
139-81-00044,(주)대창스틸,문창복,인천광역시 남동구 아암대로 1213 (고잔동),,032-820-0223,032-814-7745,
141-81-02894,(주)캠퍼스라인,이정원,경기도 파주시 조리읍 뇌조로108번길 115,,031-922-3367,031-622-9667,www.camfurs.com
110-81-01270,한국후지제록스(주),오타니 타카시,"서울특별시 중구 서소문로11길 19 (정동,배재빌딩B동10층)",,02-310-6114,02-310-8555,http://www.fujixerox.co.kr
110-81-33772,제이씨현시스템(주),차현배,서울특별시 용산구 새창로45길 74,,02-2105-9256,,http://www.jchyun.com
110-81-33923,KPX케미칼(주),"양준영, 김문영",서울특별시 마포구 마포대로 137 (공덕동),,02-2014-4037,02-362-0034,http://www.kpxchemical.com
203-81-51053,(주)유칼릭스,유승식,서울특별시 용산구 대사관로34길 62-3 (한남동),,02-749-3800,02-749-5238,
203-81-60381,(주)대지피엘,정동배,"서울특별시 중구 마른내로 120, 301호(오장동,서제빌딩)",,02-2272-6788,02-2264-6548,http://
203-88-00363,(주)에시엔,최현주,경상북도 군위군 효령면 용매로 1120,,000-000-0000,054-383-0509,http://
204-07-67320,블루그린,최재홍,"서울특별시 성동구 아차산로7나길 18, 709호 (성수동2가, 성수에이펙센터)",,02-461-7389,02-460-9393,
204-81-31195,(주)한주에이피에스,이성한,"부산광역시 기장군 정관읍 달산2길 18, 1층",,051-508-6073,051-531-6076,
204-81-44706,(주)동명양행,"안동신,안미영",서울특별시 중랑구 겸재로28길 48,,02-494-0984,02-2209-1721,
133-81-37878,(주)유승,서형곤,"경기도 시흥시 경제로 73 (정왕동,시화공단1라602호)",,031-499-6431,031-499-7911,http://yooseung.com
133-81-38921,제일산업(주),김철호,"경기도 시흥시 옥구천서로93번길 70, 207호(정왕동, 시화공단 1마)",,031-498-1766,031-498-1769,www.jeiltape.com
133-81-39712,한서포리머(주),오민근,경기도 김포시 월곶면 고양로117번길 166,,031-984-8558,031-984-8559,www.hspoly.co.kr
133-81-41426,(주)굿모닝케미칼,김원겸,"경기도 시흥시 공단1대로 27번길 25 (정왕동, 시화공단 1나 205호)",,031-433-8746,031-433-6319,http://www.굿모닝세제.COM
134-08-61024,우진산업,전웅진,경기도 안산시 단원구 해봉로 291(신길동),,031-491-1225,031-494-4285,http://
134-10-21592,동양케미칼Rubber,강수복,경기도 시흥시 옥구천서로93번길 45,"309동 1호(정왕동, 시화공단1마)",031-319-8381,031-319-8382,http://
134-26-77364,조은WS,김종필,"경기도 안산시 단원구 별망로 538 (원시동, 반월공단 8블럭 4호)",,031-480-5646,031-401-6760,
312-86-28545,아마쎌코리아(유),"이재영, 비트말티",충청남도 천안시 동남구 동면 화복로 363,,02-3401-8563,041-622-1816,www.armacell.co.kr
403-81-76111,(주)정우산업,김유석,충청남도 논산시 성동면 산업단지로3길 7,,041-733-7411,041-733-7418,www.정우산업.com
403-81-81730,(주)황등석재,이만식,전라북도 김제시 백구면 학동2길 109-2,,031-499-1644,031-432-9642,
403-81-81763,(주)디자인블록,김진,"전라북도 익산시 함열읍 익산대로 1547-17, 1층",,063-723-2929,063-723-2930,http://
403-81-82307,(유)성경,이준희,전라북도 김제시 공덕면 유강로 101,,063-545-1114,063-542-8856,http://
403-85-05889,(주)골든포우,심진섭,전라북도 익산시 삼기면 삼기농공단지길 38,,063-858-0572,063-858-0433,http://
504-01-47595,영진토목,이영암,경상북도 성주군 선남면 성주로 4234-31,,054-931-4951,054-931-4952,www.yjmanhole.com
127-81-97643,(주)코이즈,조재형,충청북도 충주시 대소원면 첨단산업로 146,,043-842-1987,030-3313-0198,http://www.koyj.co.kr
127-81-98813,(주)리빙인아로마,"이재동,이성훈",경기도 양주시 광적면 광적로 189-1,,031-851-0999,031-851-8080,http://www.livinginaroma.com
127-81-98870,(주)베크룩스,엄기관,경기도 포천시 가산면 금현경제로1길 27(금현산업단지),,031-853-6408,031-542-6410,http://
132-81-80635,(주)대성산업,박성운,경기도 남양주시 진접읍 팔야산단로41번길 51,,031-576-8451,031-576-8453,http://
132-81-94482,(주)한성,안지성,경기도 남양주시 화도읍 비룡로411번안길 9,,031-595-8007,031-595-8005,http://
132-81-94589,(주)행복큐산업,"박지혜, 배명순",경기도 남양주시 수동면 소래비로 227-17,,031-591-1568,,
132-82-10460,(사)장애인녹색일자리사랑회 LED조명사업단,박종대,경기도 남양주시 화도읍 수레로 1027-1,,031-511-1612,031-511-2832,http://
132-86-00204,(주)대명테라피아침대,최신식,경기도 남양주시 수동면 소래비로 181-3,,031-591-2272,031-591-2273,
111-87-01237,(주)규조토월드,권두상,충청북도 단양군 대강면 대강농공길 16-3,,043-421-6754,043-423-6754,http://
111-88-00201,(주)대성금속,김정동,경기도 김포시 양촌읍 김포대로1766번길 64,,031-985-2201,031-985-2204,http://i-ds.co.kr
204-86-13358,(주)금중산업,박형준,경기도 광주시 곤지암읍 백고개길 154,,031-764-6778,031-762-1098,http://
204-86-20714,(주)탱크마스타,심재황,"서울특별시 중랑구 용마산로112길 90, 5층(망우동)",,02-432-9599,02-432-9799,http://www.tankmaster.co.kr/
204-86-21353,(주)두온에너지원,유태완,"서울특별시 동대문구 장한로 18, 405호(장안동, 4층)",,02-3407-1800,02-2248-6024,"www.duon.kr, www.adgreencoat.kr"
204-86-38441,(주)완성기업,김완성,경기도 남양주시 화도읍 폭포로477번길 24,,031-558-1588,031-558-1533,http://www.ws7.co.kr
204-86-48916,(주)서울이엠연구소,윤운규,"경기도 성남시 분당구 백현로 97, 1212호 (수내동, 수내동 다운타운)",,02-2249-3700,02-2249-5800,http://
204-87-01219,기린,"이재승, 이연실",경상북도 문경시 산양면 경서로 523-8,,054-556-1600,0303-3441-7899,http://kirincomputer.com
205-32-98018,현풍산업사,박태인,경기도 포천시 가산면 정금로473번길 67-65,,031-544-9811,031-544-9813,www.hyunpoong.co.kr
137-81-86634,셀라이텍코리아(주),"백종신, 백한기",경기도 안양시 동안구 학의로 282,"비109호(관양동, 금강펜테리움아이티타워)",031-533-7383,031-337-7385,http://sellightec.co.kr
137-81-87929,(주)두성전기,김선아,"경기도 김포시 통진읍 서암고정로 39(,41)",,031-997-4675,031-997-4680,http://
617-81-66610,한국요업(주),박진성,울산광역시 울주군 온산읍 회학1길 53,,052-237-6700,052-237-6701,http://www.kcmkr.com
617-81-73111,(주)하이로드,최두산,"부산광역시 남구 동명로170번길 93 205(용호동,동일아파트상가)",,051-622-4747,051-611-9782,http://www.highroad21.com
312-86-12761,(주)케이디에프,김영일,충청남도 아산시 영인면 신봉길 110-3,,041-549-0311,041-549-0318,
214-88-03787,켐마트코리아(주),권호연,"서울특별시 서초구 논현로 79, 1905호 (양재동, 윈드스톤 호피스텔)",,031-797-4173,031-797-4174,http://www.nova-design.co.kr/
127-44-82602,우드그린,한윤선,"경기도 양주시 은현면 용암로161번길 119, 나,다동",,031-859-1456,031-624-0011,http://
133-81-22865,(주)한샘,"강승수, 조창걸",경기도 안산시 단원구 번영2로 144 (성곡동),,02-6908-3261,050-7775-5672,www.hanssem.com
133-81-23020,(주)다원케미칼,이찬호,"경기도 시흥시 옥구천서로185번길 14 (정왕동,시화공단1다405)",,02-564-8451,02-563-6214,http://
133-81-23689,(주)대창,"조시영, 김옥열",경기도 시흥시 공단1대로 391 (정왕동),,031-496-3143,031-499-2531,http://www.brasone.com
133-81-24524,(주)진케미칼,서강희,경기도 시흥시 공단2대로 27 (정왕동),,031-498-8090,031-498-8095,
133-81-24733,신도산업(주),황동혁,경기도 파주시 문산읍 돈유1로 59-49,,031-956-7763,031-943-0213,http://www.moosago.com
133-81-26032,(주)명진산업,"전병진, 전재호","경기도 시흥시 공단2대로 147 (정왕동, 시화공단 2마708호))",,031-498-0271,031-498-7924,
312-81-62723,신동아스콘(주),마예진,충청남도 천안시 서북구 성거읍 신월소우길 187,,041-622-1777,041-622-1779,http://
312-81-66393,동우플라스틱(주),이주영,충청남도 아산시 음봉면 연암율금로 237-23,,041-547-0034,041-547-0036,http://
312-81-70790,(주)플러버,"문연향, 박종오",전라남도 함평군 월야면 백야길 88-70,,070-7769-8614,02-6670-3444,www.plubber.co.kr
312-81-79957,해강산업(주),심원준,충청남도 아산시 영인면 신현로23번길 40,,031-439-4941,031-439-4942,http://epi.pe.kr
312-81-91607,대광산업(주),권용기,충청남도 천안시 동남구 천안대로 586,,041-551-5628,041-561-5628,http://
220-81-37342,엘티스(주),윤석순,경기도 평택시 팽성읍 추팔산단1길 207,,02-518-1074,02-514-4543,http://
134-81-19039,삼광산업(주),김진경,경기도 안산시 상록구 용담로 97 (팔곡이동),,031-437-0611,031-437-0610,http://www.samkwangseating.com
134-81-20822,선영화학(주),김철환,"경기도 의왕시 오전공업길 13, 1301 (오전동,벽산선영테크노피아)",,041-523-3030,041-523-3034,http://
134-81-23533,삼성포리머(주),김평기,경기도 안산시 단원구 지원로 15 (성곡동),,031-499-8011,031-499-8054,
